chr1	9373	14373
chr1	17259	22259
chr1	26870	32461
chr1	138066	143066
chr1	319536	326391
chr1	663231	668231
chr1	668494	673494
chr1	677236	682236
chr1	711568	716568
chr1	760470	765677
chr1	809682	814682
chr1	844314	849314
chr1	858029	863801
chr1	872154	879023
chr1	879940	884940
chr1	891418	904376
chr1	914973	919973
chr1	953002	958002
chr1	992616	997616
chr1	1007187	1012187
chr1	1024445	1030054
chr1	1049236	1054236
chr1	1069896	1074896
chr1	1106785	1111785
chr1	1112435	1117576
chr1	1139589	1144589
chr1	1147048	1152048
chr1	1154231	1159231
chr1	1164947	1170128
chr1	1179602	1184602
chr1	1200872	1205872
chr1	1206734	1211734
chr1	1213315	1220036
chr1	1231835	1236835
chr1	1238809	1247489
chr1	1250330	1255330
chr1	1257567	1262642
chr1	1264225	1269225
chr1	1273057	1278057
chr1	1281992	1286992
chr1	1291415	1299657
chr1	1324529	1330683
chr1	1331222	1337411
chr1	1340193	1345193
chr1	1354324	1359324
chr1	1368402	1373402
chr1	1382568	1387568
chr1	1404663	1409663
chr1	1410905	1415905
chr1	1418661	1423661
chr1	1445022	1450409
chr1	1464948	1469948
chr1	1473240	1478240
chr1	1507762	1512762
chr1	1533318	1538318
chr1	1548294	1554189
chr1	1556653	1562870
chr1	1574237	1583125
chr1	1587969	1592969
chr1	1599078	1604078
chr1	1605785	1610785
chr1	1621743	1626743
chr1	1637184	1642891
chr1	1645417	1650417
chr1	1652971	1658553
chr1	1674938	1679938
chr1	1687581	1692581
chr1	1694385	1699385
chr1	1707409	1714008
chr1	1820026	1825026
chr1	1856342	1861868
chr1	1919914	1924914
chr1	1932776	1937776
chr1	1948267	1953267
chr1	1979408	1984408
chr1	2002585	2007924
chr1	2033654	2038654
chr1	2074295	2079295
chr1	2097786	2102786
chr1	2123714	2128714
chr1	2136672	2141672
chr1	2157633	2162633
chr1	2320493	2325713
chr1	2341510	2346510
chr1	2405253	2414122
chr1	2427682	2432682
chr1	2455535	2460535
chr1	2481784	2490304
chr1	2515398	2521016
chr1	2558460	2566981
chr1	2703730	2708730
chr1	2977850	2986789
chr1	3368646	3373646
chr1	3380068	3390670
chr1	3445512	3450512
chr1	3539055	3544087
chr1	3564171	3571628
chr1	3604735	3609735
chr1	3612109	3617109
chr1	3641541	3646541
chr1	3660835	3666437
chr1	3666464	3671464
chr1	3686833	3691851
chr1	3710568	3715568
chr1	3751216	3756216
chr1	3771297	3776344
chr1	3814357	3819467
chr1	3998171	4003171
chr1	4469610	4474610
chr1	4712604	4717604
chr1	4845057	4850057
chr1	5725815	5730815
chr1	5925935	5930935
chr1	5963043	5968043
chr1	6049857	6055033
chr1	6083572	6088572
chr1	6091847	6096847
chr1	6103480	6108480
chr1	6189308	6194308
chr1	6201715	6209431
chr1	6237694	6242694
chr1	6257179	6262179
chr1	6263688	6271440
chr1	6293544	6298544
chr1	6318535	6323535
chr1	6416504	6423264
chr1	6443383	6448383
chr1	6451326	6456326
chr1	6477479	6487230
chr1	6505602	6510602
chr1	6523755	6528755
chr1	6529143	6534143
chr1	6535218	6540218
chr1	6543029	6559984
chr1	6577621	6582621
chr1	6612158	6617837
chr1	6628468	6633468
chr1	6637555	6642568
chr1	6642861	6647861
chr1	6657371	6665429
chr1	6671255	6676255
chr1	6682424	6687709
chr1	6759466	6764466
