chr1	12567299	12567451
chr1	28160911	28161077
chr1	28833876	28834083
chr1	28835069	28835274
chr1	28905254	28905334
chr1	28906275	28906405
chr1	28906892	28907024
chr1	28907431	28907565
chr1	31408532	31408623
chr1	31421961	31422052
chr1	31441009	31441084
chr1	40033045	40033182
chr1	45241536	45241610
chr1	45242163	45242261
chr1	45243513	45243584
chr1	45244061	45244130
chr1	76252756	76252834
chr1	76253573	76253656
chr1	76255161	76255232
chr1	93302845	93302940
chr1	93306275	93306408
chr1	109642814	109643236
chr1	155889699	155889833
chr1	155895748	155895877
chr1	173833283	173833360
chr1	173833507	173833572
chr1	173833966	173834044
chr1	173834485	173834570
chr1	173834759	173834824
chr1	173835103	173835166
chr1	173835438	173835508
chr1	173835772	173835852
chr1	173836016	173836076
chr1	173836811	173836883
chr1	175937532	175937676
chr1	203698708	203698833
chr1	212526159	212526292
chr1	220373887	220374018
chr1	235291117	235291252
chr10	70514928	70514995
chr10	101996912	101997059
chr10	120819522	120819650
chr11	811680	811814
chr11	2985000	2985123
chr11	8705773	8705903
chr11	8706985	8707116
chr11	9450312	9450501
chr11	10823013	10823155
chr11	17096199	17096291
chr11	17097324	17097415
chr11	46783938	46784049
chr11	62432893	62433042
chr11	62620381	62620507
chr11	62620796	62620867
chr11	62621134	62621204
chr11	62621375	62621440
chr11	62622092	62622167
chr11	62622483	62622555
chr11	62622763	62622838
chr11	62623036	62623103
chr11	75111434	75111582
chr11	75115464	75115610
chr11	82752505	82752640
chr11	93454679	93455032
chr11	93463678	93463812
chr11	93464144	93464265
chr11	93464668	93464739
chr11	93465169	93465299
chr11	93465526	93465665
chr11	93466393	93466466
chr11	93466631	93466763
chr11	93468275	93468402
chr12	6619387	6619717
chr12	6690638	6690775
chr12	7076499	7076769
chr12	49048164	49048301
chr12	49050430	49050565
chr12	49061239	49061376
chr12	57037463	57037538
chr12	57038810	57038885
chr12	69021013	69021155
chr12	98993412	98993662
chr12	132515768	132515905
chr13	27829200	27829272
chr13	27829537	27829663
chr13	45911614	45911744
chr14	20794608	20794685
chr14	21860309	21860412
chr14	21865451	21865560
chr14	45580085	45580171
chr14	81669038	81669178
chr14	91592768	91592897
chr14	95999691	95999966
chr14	101364256	101364333
chr14	101391157	101391227
chr14	101393678	101393749
chr14	101396255	101396326
chr14	101402827	101402901
chr14	101404523	101404600
chr14	101405892	101405966
chr14	101407462	101407538
chr14	101409787	101409860
chr14	101411985	101412056
chr14	101416169	101416240
chr14	101418192	101418269
chr14	101419685	101419759
chr14	101420710	101420784
chr14	101421706	101421775
chr14	101423502	101423573
chr14	101429390	101429466
chr14	101431117	101431188
chr14	101432365	101432436
chr14	101433388	101433459
chr14	101434447	101434521
chr14	101435284	101435358
chr14	101436215	101436288
chr14	101438439	101438513
chr14	101439006	101439077
chr14	101439931	101440000
chr14	101441142	101441216
chr14	101442161	101442232
chr14	101442813	101442887
chr14	101447340	101447411
chr14	101448311	101448382
chr14	101449262	101449333
chr14	101450212	101450283
chr14	101451113	101451184
chr14	101452393	101452464
chr14	101453382	101453453
chr14	101454497	101454566
chr14	101455466	101455537
chr14	101456427	101456496
chr14	101458255	101458326
chr14	101459572	101459646
chr14	103804185	103804311
chr15	25227140	25227215
chr15	25230246	25230313
chr15	25232071	25232142
chr15	25287120	25287187
chr15	25296622	25296719
chr15	25299355	25299452
chr15	25302005	25302102
chr15	25304683	25304781
chr15	25307478	25307575
chr15	25310171	25310269
chr15	25312933	25313030
chr15	25315577	25315674
chr15	25318252	25318349
chr15	25319259	25319363
chr15	25321074	25321168
chr15	25322196	25322290
chr15	25324203	25324297
chr15	25325287	25325381
chr15	25326432	25326526
chr15	25327913	25328007
chr15	25328733	25328827
chr15	25330530	25330624
chr15	25331672	25331766
chr15	25332807	25332901
chr15	25333949	25334043
chr15	25335068	25335162
chr15	25336931	25337025
chr15	25339182	25339276
chr15	25342808	25342902
chr15	25344644	25344742
chr15	25346720	25346814
chr15	25349787	25349880
chr15	25351666	25351751
chr15	25415869	25415951
chr15	25417781	25417863
chr15	25420073	25420155
chr15	25421978	25422060
chr15	25423884	25423966
chr15	25425643	25425725
chr15	25427531	25427613
chr15	25429452	25429534
chr15	25430777	25430859
chr15	25432682	25432763
chr15	25434560	25434642
chr15	25436562	25436644
chr15	25438467	25438549
chr15	25440067	25440148
chr15	25442722	25442803
chr15	25444594	25444676
chr15	25446469	25446551
chr15	25448373	25448455
chr15	25449503	25449585
chr15	25451408	25451490
chr15	25453229	25453310
chr15	25455064	25455146
chr15	25456942	25457024
chr15	25460687	25460769
chr15	25463763	25463845
chr15	25468392	25468474
chr15	25470349	25470431
chr15	25472255	25472337
chr15	25474113	25474195
chr15	25475984	25476066
chr15	25477533	25477615
chr15	25479393	25479475
chr15	25481231	25481313
chr15	25483132	25483214
chr15	25484984	25485066
chr15	25486892	25486974
chr15	25488760	25488842
chr15	25490624	25490706
chr15	25492491	25492573
chr15	25494344	25494426
chr15	25496005	25496087
chr15	25514929	25515005
chr15	25523489	25523556
chr15	66639543	66639680
chr15	66793589	66793656
chr15	66794359	66794429
chr15	66795148	66795249
chr15	66795582	66795652
chr15	83424696	83424823
chr16	2012334	2012467
chr16	2012973	2013107
chr16	2015184	2015311
chr16	2205023	2205106
chr16	30721857	30721986
chr16	58582402	58582537
chr16	58593699	58593835
chr16	70563411	70563498
chr16	70571907	70572001
chr16	71732469	71732604
chr16	71792304	71792390
chr16	89627837	89627909
chr17	2232418	2232504
chr17	2233572	2233664
chr17	7478030	7478165
chr17	7480128	7480276
chr17	7481272	7481409
chr17	7809440	7809578
chr17	8076770	8076906
chr17	16342822	16342870
chr17	16343349	16343420
chr17	16344539	16344612
chr17	18965224	18965441
chr17	18967232	18967449
chr17	19015732	19015949
chr17	19091328	19091545
chr17	19093341	19093558
chr17	19460872	19461024
chr17	27047567	27047634
chr17	27049599	27049671
chr17	27050451	27050509
chr17	27050698	27050772
chr17	33900675	33900772
chr17	37009115	37009248
chr17	38183794	38183898
chr17	58308876	58309006
chr17	62223437	62223517
chr17	62223698	62223831
chr17	65736784	65736915
chr17	74554871	74554951
chr17	74557189	74557275
chr17	74557714	74557786
chr17	75085388	75085575
chr18	47015613	47015678
chr18	47017652	47017717
chr18	47018033	47018099
chr18	47340392	47340813
chr18	51748653	51748782
chr19	3982504	3982570
chr19	10218326	10218411
chr19	10220432	10220511
chr19	12817262	12817332
chr19	17973396	17973529
chr19	48259109	48259219
chr19	49993224	49993301
chr19	49993873	49993956
chr19	49994163	49994229
chr19	49994431	49994517
chr19	50000975	50001063
chr19	51302285	51302382
chr19	51302695	51302792
chr19	51305581	51305678
chr2	10586839	10586975
chr2	29136527	29136616
chr2	29149932	29150010
chr2	61644378	61644512
