chr1	11873	29370
chr1	34610	36081
chr1	134772	140566
chr1	323891	328581
chr1	661138	665731
chr1	700244	714068
chr1	761585	762902
chr1	762970	794826
chr1	803450	812182
chr1	852952	854817
chr1	910578	917473
chr1	1072396	1079434
chr1	1215815	1227409
chr1	1334909	1337426
chr1	1550794	1565990
chr1	1568161	1570030
chr1	1631377	1633247
chr1	2281852	2284100
chr1	2481358	2484284
chr1	2486162	2488450
chr1	2517898	2522908
chr1	2980635	2984289
chr1	3652547	3663937
chr1	3816967	3832011
chr1	4000671	4012643
chr1	4472110	4484744
chr1	5624130	5624203
chr1	5922731	5922801
chr1	6845383	6948261
chr1	8938893	8939943
chr1	9712667	9714644
chr1	10490803	10512060
chr1	11203954	11209595
chr1	11866152	11903201
chr1	12251761	12251839
chr1	15438310	15478960
chr1	15817895	15850940
chr1	16160709	16174642
chr1	16693524	16724643
chr1	16793930	16819196
chr1	16875408	16875482
chr1	16944750	16957604
chr1	16972068	16976915
chr1	17007749	17007823
chr1	17017712	17046652
chr1	17185443	17185516
chr1	19209695	19209769
chr1	19592475	19600568
chr1	19619740	19622230
chr1	19923470	19956315
chr1	20686293	20755287
chr1	21619782	21626362
chr1	21766582	21811393
chr1	22351706	22357715
chr1	23046009	23046091
chr1	23695463	23698330
chr1	23953225	23967056
chr1	24086871	24104787
chr1	24255559	24255637
chr1	24292936	24306953
chr1	24526729	24538180
chr1	24822822	24828850
chr1	26146444	26150097
chr1	26232852	26232945
chr1	26503981	26516375
chr1	27425299	27481621
chr1	27648635	27662891
chr1	28879528	28905057
chr1	28975111	28975246
chr1	31191618	31199593
chr1	31212002	31212079
chr1	31971838	31974167
chr1	31984035	31989846
chr1	32095462	32110838
chr1	32697260	32707311
chr1	32799429	32801840
chr1	33473540	33502512
chr1	33797993	33798093
chr1	34334556	34351059
chr1	35441299	35444307
chr1	36602169	36615115
chr1	37920479	37940044
chr1	37955560	37980420
chr1	38554902	38555001
chr1	38674705	38680439
chr1	39987951	40025370
chr1	40204516	40222441
chr1	41154751	41157933
chr1	41480261	41509562
chr1	42312859	42501596
chr1	43424719	43449029
chr1	43829067	43833745
