chr1	69090	70008
chr1	367658	368597
chr1	621095	622034
chr1	861120	894679
chr1	895966	901099
chr1	901876	910484
chr1	934341	935552
chr1	948846	949919
chr1	955502	991499
chr1	1007125	1009687
chr1	1017197	1051736
chr1	1109285	1133313
chr1	1138887	1142089
chr1	1146705	1149548
chr1	1152287	1167447
chr1	1167628	1170420
chr1	1177825	1182102
chr1	1189291	1209234
chr1	1215815	1227409
chr1	1227763	1243269
chr1	1243993	1260067
chr1	1260142	1264276
chr1	1266725	1269844
chr1	1270657	1284492
chr1	1288070	1297157
chr1	1309109	1310818
chr1	1321090	1334718
chr1	1337275	1342693
chr1	1353799	1356824
chr1	1361507	1363167
chr1	1370902	1378262
chr1	1385068	1405538
chr1	1407163	1431582
chr1	1447522	1470067
chr1	1470157	1475740
chr1	1477052	1510262
chr1	1533387	1535476
chr1	1550794	1565990
chr1	1567559	1570030
chr1	1571099	1677438
chr1	1682670	1711508
chr1	1716724	1822526
chr1	1846265	1848733
chr1	1849028	1850740
chr1	1884751	1935276
chr1	1950767	1962192
chr1	1981908	2139172
chr1	2160133	2241652
chr1	2252695	2322993
chr1	2323213	2344010
chr1	2407753	2436969
chr1	2439974	2458035
chr1	2460183	2461684
chr1	2487804	2495267
chr1	2517898	2564481
chr1	2572806	2706230
chr1	2938045	2939467
chr1	3371146	3397677
chr1	3404505	3448012
chr1	3541555	3546694
chr1	3547330	3566671
chr1	3569128	3652765
chr1	3668964	3688209
chr1	3689333	3692546
chr1	3696783	3713068
chr1	3728644	3773797
chr1	3773844	3801993
chr1	3805696	3816857
chr1	4715104	4843851
chr1	5922869	6161253
chr1	6161846	6240194
chr1	6245079	6259679
chr1	6266188	6296044
chr1	6304251	6305638
chr1	6307405	6321035
chr1	6324331	6453826
chr1	6475293	6479979
chr1	6508102	6521004
chr1	6521213	6580121
chr1	6581406	6614658
chr1	6615337	6639817
chr1	6640055	6649340
chr1	6650783	6662929
chr1	6673755	6684093
chr1	6684924	6761966
chr1	6845383	7829766
chr1	7831328	7841492
chr1	7844379	7973294
chr1	8021713	8045342
chr1	8071778	8086393
chr1	8384389	8404227
chr1	8412463	8877699
chr1	8921058	8939151
chr1	9005892	9035148
chr1	9063358	9086404
chr1	9097004	9129887
chr1	9164475	9189229
chr1	9294862	9331394
chr1	9352940	9429590
chr1	9599527	9642831
chr1	9648931	9674935
chr1	9711789	9884550
chr1	9908333	9970316
chr1	9989775	10003427
chr1	10003485	10045556
chr1	10057254	10076078
chr1	10093040	10241296
chr1	10292307	10441655
chr1	10459084	10480201
chr1	10490158	10512060
chr1	10520602	10532613
chr1	10535002	10690815
chr1	10696665	10856733
chr1	11006529	11042094
chr1	11072678	11085549
chr1	11086579	11107296
chr1	11114648	11120091
chr1	11126675	11159938
chr1	11166587	11322608
chr1	11333254	11348491
chr1	11539294	11597640
chr1	11708417	11723384
chr1	11724149	11734409
chr1	11734536	11751678
chr1	11751780	11780336
chr1	11796141	11810828
chr1	11845786	11903201
chr1	11905766	11907840
chr1	11917520	11918992
chr1	11979644	11986485
chr1	11994723	12035599
chr1	12040237	12073572
chr1	12079298	12092106
chr1	12123433	12204264
chr1	12227059	12269277
chr1	12627938	12677820
chr1	12704565	12727097
chr1	12776117	12788726
chr1	12806162	12821102
chr1	12834983	12838048
chr1	12851545	12856777
chr1	12884467	12891264
chr1	12907235	12908578
chr1	12916940	12921764
chr1	12939032	12946025
chr1	12952726	12958094
chr1	12976449	12980568
chr1	12998301	13117751
chr1	13182959	13184326
chr1	13328195	13331692
chr1	13359818	13369057
chr1	13386646	13390765
chr1	13421175	13428191
chr1	13447413	13452656
chr1	13474052	13477569
chr1	13495253	13498259
chr1	13516065	13526943
chr1	13607430	13611550
chr1	13641972	13648988
chr1	13694888	13698405
chr1	13716087	13719064
chr1	13736906	13747803
chr1	13801444	13840242
chr1	13910251	13944452
chr1	14026734	14151574
chr1	14925212	15444544
chr1	15479027	15546974
chr1	15573767	15724622
chr1	15736390	15756839
chr1	15764937	15773153
chr1	15783222	15798586
chr1	15802595	15851285
chr1	15853351	15911605
chr1	15943952	15988217
chr1	16010826	16061264
chr1	16062808	16067884
chr1	16068986	16074292
chr1	16083153	16113084
chr1	16133656	16134194
chr1	16174358	16266950
chr1	16268363	16302627
chr1	16330730	16333184
chr1	16340522	16346089
chr1	16348485	16383821
chr1	16384263	16400127
chr1	16450831	16482582
chr1	16524598	16539104
chr1	16558181	16563659
chr1	16576558	16678948
chr1	16693524	16724643
chr1	16725137	16763919
chr1	16767166	16786584
chr1	16888921	16940100
chr1	17081128	17090975
chr1	17248444	17299474
chr1	17300998	17308081
chr1	17312452	17338423
chr1	17345224	17380665
chr1	17393255	17445948
chr1	17531620	17572501
chr1	17575592	17610727
chr1	17634689	17690495
chr1	17698740	17728195
chr1	17733250	17766250
chr1	17866329	18024370
chr1	18081807	18153558
chr1	18434239	18704977
chr1	18807423	18812540
chr1	18957499	19075360
chr1	19166092	19186155
